,country,iso3c,year,homicide_male,homicide_female,homicide_all
518,Sri Lanka,LKA,2010,5.91464373839282,1.58359396650699,3.6915977324494
519,Saint Lucia,LCA,2010,45.1718878329227,6.41736188087043,25.7407786585544
520,Saint Vincent and the Grenadines,VCT,2010,39.3092296284384,5.62419152246864,22.8712576904604
521,Sudan,SDN,2010,,,
522,Suriname,SUR,2010,,,
523,Sweden,SWE,2010,1.36978106724994,0.573315355296266,0.969970408974166
524,Switzerland,CHE,2010,0.674918234304874,0.654892538431487,0.664754602323023
525,Syrian Arab Republic,SYR,2010,,,2.07274182221091
526,Tajikistan,TJK,2010,4.15243755969129,0.602601325120314,2.37477350269711
527,United Republic of Tanzania,TZA,2010,15.0522653614275,2.39813763247612,8.61883071529146
528,Thailand,THA,2010,9.53955241974456,1.31523794148226,5.35223934493688
529,Timor-Leste,TLS,2010,,,3.58295670180567
530,Togo,TGO,2010,,,
531,Tonga,TON,2010,1.84945441094877,0.0,0.931241764330647
532,Trinidad and Tobago,TTO,2010,60.3560799887354,7.40481471633272,33.5390584671587
533,Tunisia,TUN,2010,,,2.62504230700834
534,Türkiye,TUR,2010,6.61041367846385,1.74007722676811,4.18605855331374
535,Turkmenistan,TKM,2010,2.88335890552309,1.12492835612532,1.99317782686479
536,Uganda,UGA,2010,16.0835666942632,3.65299906200117,9.77065913113857
537,Ukraine,UKR,2010,6.57374352784406,2.45054122043635,4.35172635644192
538,United Arab Emirates,ARE,2010,0.794390978522421,0.77798613528072,0.78992936734557
539,United Kingdom of Great Britain and Northern Ireland,GBR,2010,1.5363359385718,0.884825525321095,1.20458817118157
540,United States of America,USA,2010,7.44489245554034,2.09676425168556,4.7309805911698
541,Uruguay,URY,2010,10.1419188386761,2.36229545978336,6.11456426571092
542,Uzbekistan,UZB,2010,,,
543,Vanuatu,VUT,2010,,,
544,Venezuela (Bolivarian Republic of),VEN,2010,85.8187448295331,5.48272450036655,45.551070794931
545,Viet Nam,VNM,2010,,,1.52841154613334
546,Yemen,YEM,2010,,,4.44149054563671
547,Zambia,ZMB,2010,,,5.90193514230062
548,Zimbabwe,ZWE,2010,,,5.53748215359457
549,Afghanistan,AFG,2020,,,6.59443908400367
550,Albania,ALB,2020,3.62680965596223,0.62801731792644,2.12777201167065
551,Algeria,DZA,2020,2.40366157177012,0.572265754681445,1.50512065521262
552,Angola,AGO,2020,,,
553,Antigua and Barbuda,ATG,2020,18.0850222106679,2.06489980073717,9.71250971250971
554,Argentina,ARG,2020,9.16715191502319,1.63155592759331,5.36681384363525
555,Armenia,ARM,2020,2.84469843035862,1.03889593931289,1.85343036991797
556,Australia,AUS,2020,1.17755943819581,0.572231020488964,0.860925458639047
557,Austria,AUT,2020,0.638853495264441,0.817693020581223,0.729699452512114
558,Azerbaijan,AZE,2020,2.97379847217657,1.51710973312311,2.23627706150472
559,Bahamas,BHS,2020,31.8756233740861,5.18952376683942,17.9594387306367
560,Bahrain,BHR,2020,0.0,0.0,0.0
561,Bangladesh,BGD,2020,,,
562,Barbados,BRB,2020,28.2469077069458,2.05247494270174,14.6067055466292
563,Belarus,BLR,2020,,,
564,Belgium,BEL,2020,,,
565,Belize,BLZ,2020,45.77234545546,5.60908263453512,25.8279831003962
566,Benin,BEN,2020,,,
567,Bhutan,BTN,2020,3.41957585046683,1.37703680957096,2.45952782243763
568,Bolivia (Plurinational State of),BOL,2020,3.90502739735514,2.57407337774703,3.49358529148649
569,Bosnia and Herzegovina,BIH,2020,2.32721286556763,0.296638551264778,1.29580227865324
570,Botswana,BWA,2020,,8.839306067951,8.6789124419475
571,Brazil,BRA,2020,41.7830668977251,3.52896635491686,22.384065397269
572,Brunei Darussalam,BRN,2020,,,
573,Bulgaria,BGR,2020,1.27020587378644,0.723448769323212,0.988655606762662
574,Burkina Faso,BFA,2020,,,
575,Burundi,BDI,2020,,,
576,Cabo Verde,CPV,2020,9.31853871507705,3.07277351952065,6.17877248386654
577,Cambodia,KHM,2020,,,
578,Cameroon,CMR,2020,6.82026726061278,2.26648767186951,4.53737524129107
579,Canada,CAN,2020,3.05419869458767,0.933786999932799,2.00323552889971
580,Central African Republic,CAF,2020,,,
581,Chad,TCD,2020,,,
582,Chile,CHL,2020,8.50734551874009,1.1419332497836,4.79784927857005
583,China,CHN,2020,,,0.502270364156281
584,Colombia,COL,2020,45.23542798783,3.78037751431454,24.2427633844347
585,Comoros,COM,2020,,,
586,Democratic Republic of the Congo,COD,2020,,,
587,Congo,COG,2020,,,
588,Costa Rica,CRI,2020,19.8079872979332,2.42331100108932,11.1260651499432
589,Cote d'Ivoire,CIV,2020,,,
590,Croatia,HRV,2020,1.05334172662773,0.903379089484216,0.976355239042884
591,Cuba,CUB,2020,,,
592,Cyprus,CYP,2020,1.61308014427389,0.809578937994349,1.21208497200488
593,Czechia,CZE,2020,0.732532238647437,0.729863009391746,0.731177855832333
594,Denmark,DNK,2020,1.31157431544018,0.580529815413715,0.944102116831435
595,Djibouti,DJI,2020,,,
596,Dominican Republic,DOM,2020,15.0701531004533,2.33910370114734,8.73663089784519
597,Ecuador,ECU,2020,13.7312818851287,1.8753308467204,7.80050914241561
598,Egypt,EGY,2020,,0.310689220256203,
599,El Salvador,SLV,2020,39.5672226595412,3.97535824122868,21.3103023154811
600,Equatorial Guinea,GNQ,2020,,,
601,Eritrea,ERI,2020,,,
602,Estonia,EST,2020,5.08065137125987,1.42938107084942,3.15921543141343
603,Eswatini,SWZ,2020,,,
604,Ethiopia,ETH,2020,,,
605,Fiji,FJI,2020,,,2.17291633620231
606,Finland,FIN,2020,,,1.64572794344772
607,France,FRA,2020,1.59737353300246,0.582514779961347,1.07320011042795
608,Gabon,GAB,2020,,,
609,Gambia,GMB,2020,,,
610,Georgia,GEO,2020,,1.20333413806304,
611,Germany,DEU,2020,1.03367417381251,0.84570067923978,0.938448940112227
612,Ghana,GHA,2020,2.98717981361652,0.468212248288209,1.72465219242215
613,Greece,GRC,2020,1.14541154928172,0.354395294376586,0.741992756628659
614,Grenada,GRD,2020,17.7658620884578,4.85857497995838,11.3210903827337
615,Guatemala,GTM,2020,31.1457676588536,5.14579397804047,18.9601645617879
616,Guinea,GIN,2020,,,
617,Guinea-Bissau,GNB,2020,,,
618,Guyana,GUY,2020,30.2642091102964,9.57519288489513,19.6938793430021
619,Haiti,HTI,2020,21.2830693718346,1.52593912344795,11.320619717256
620,Honduras,HND,2020,64.3851467847374,6.54849756402878,35.7941595747697
621,Hungary,HUN,2020,0.877473270773056,0.76800899870236,0.820464644511899
622,Iceland,ISL,2020,0.53166744201502,2.23987367112495,1.36362768600563
623,India,IND,2020,3.36583313632327,2.42577425999889,2.91115545352632
624,Indonesia,IDN,2020,,,
625,Iran (Islamic Republic of),IRN,2020,,,
626,Iraq,IRQ,2020,,,
627,Ireland,IRL,2020,1.10189846903451,0.240403637707711,0.667189770403826
628,Israel,ISR,2020,2.33717026422856,0.523531905570778,1.4273496987921
629,Italy,ITA,2020,0.583001541349134,0.380170042194286,0.47898693959757
630,Jamaica,JAM,2020,87.1634962135677,7.95345049540143,47.262204719803
631,Japan,JPN,2020,0.215171723748317,0.290538896050077,0.253902836917477
632,Jordan,JOR,2020,1.46364486896807,0.475470794539275,0.988221769043239
633,Kazakhstan,KAZ,2020,4.99996765371803,1.52142408540098,3.19296191107306
634,Kenya,KEN,2020,5.46920800980641,1.71340810915989,3.57597789241596
635,Kiribati,KIR,2020,,,
636,Democratic People's Republic of Korea,PRK,2020,,,
637,Republic of Korea,KOR,2020,0.633166716541415,0.531932536538224,0.594082049732749
638,Kuwait,KWT,2020,1.08571129064866,1.06547680530986,0.252267859389106
639,Kyrgyzstan,KGZ,2020,2.97465040111301,0.545963946360862,1.74734308054439
640,Lao People's Democratic Republic,LAO,2020,,,
641,Latvia,LVA,2020,3.19230199176842,4.11788121285328,3.6899357529472
642,Lebanon,LBN,2020,5.63988087116147,0.994977593276147,2.26031660148685
643,Lesotho,LSO,2020,,,
644,Liberia,LBR,2020,,,
645,Libya,LBY,2020,,,
646,Lithuania,LTU,2020,5.44959540538556,1.93453596986126,3.58122184552417
647,Luxembourg,LUX,2020,0.315256027301172,0.0,0.475888702322892
648,Madagascar,MDG,2020,,,
649,Malawi,MWI,2020,,,
650,Malaysia,MYS,2020,,,0.76204835344393
651,Maldives,MDV,2020,,,
652,Mali,MLI,2020,,,
653,Malta,MLT,2020,2.24794032467751,0.402500332062774,1.3582790991893
654,Mauritania,MRT,2020,,,1.02253955032934
655,Mauritius,MUS,2020,3.74490049877394,1.67438915239377,2.69681448420534
656,Mexico,MEX,2020,52.5042025200881,6.14337486507805,29.1853140575867
657,Micronesia (Federated States of),FSM,2020,,,
658,Republic of Moldova,MDA,2020,4.57189804394413,1.60556017840244,3.01473622516773
659,Mongolia,MNG,2020,10.0849920343843,2.41219533596001,6.22280369179212
660,Montenegro,MNE,2020,4.89212058751107,0.930428741564113,2.86146912594041
661,Morocco,MAR,2020,2.02436206072696,0.461188376482676,1.24833833697593
662,Mozambique,MOZ,2020,,,
663,Myanmar,MMR,2020,4.92742746885963,0.969533437203925,2.94067008118833
664,Namibia,NAM,2020,18.2247814586566,6.67993591921938,12.1730843863922
665,Nepal,NPL,2020,,,
666,Netherlands (Kingdom of the),NLD,2020,0.727320921467119,0.501559879723661,0.613723634798302
667,New Zealand,NZL,2020,,,
668,Nicaragua,NIC,2020,,,
669,Niger,NER,2020,,,
670,Nigeria,NGA,2020,,,
671,North Macedonia,MKD,2020,,,
672,Norway,NOR,2020,0.589727282461124,0.562488644760484,0.576225422359294
673,Oman,OMN,2020,0.354511307049511,0.232205241568918,0.308139380686066
674,Pakistan,PAK,2020,,,3.73684938494969
675,Panama,PAN,2020,21.0808422378175,2.14399639062868,11.6430795339927
676,Papua New Guinea,PNG,2020,,,
677,Paraguay,PRY,2020,12.3947629719693,2.0942659453691,7.26729362812458
678,Peru,PER,2020,9.19425562060998,2.13622784470647,5.71389863958169
679,Philippines,PHL,2020,,,
680,Poland,POL,2020,0.952114196469141,0.448630327828547,0.692196999838648
681,Portugal,PRT,2020,0.973808318976047,0.619201582389168,0.786545870699724
682,Qatar,QAT,2020,0.498655748765266,0.264902942873018,0.434721968131257
683,Romania,ROU,2020,1.96686199023788,0.956538002009328,1.44532169299017
684,Russian Federation,RUS,2020,11.7203255932469,3.54348174321065,7.3459663833896
685,Rwanda,RWA,2020,,,3.59034703252303
686,Samoa,WSM,2020,,,
687,Sao Tome and Principe,STP,2020,,,
688,Saudi Arabia,SAU,2020,,,
689,Senegal,SEN,2020,,,
690,Serbia,SRB,2020,1.75771786983872,0.574307043079685,1.14161387098907
691,Seychelles,SYC,2020,,,8.52838055529233
692,Sierra Leone,SLE,2020,,,2.13748640464524
693,Singapore,SGP,2020,0.161811643156783,0.177313955991385,0.169208474061906
694,Slovakia,SVK,2020,1.23842680766218,1.0028619171962,1.15454808101739
695,Slovenia,SVN,2020,0.470368213645006,0.568912353362841,0.519445930636968
696,Solomon Islands,SLB,2020,,,
697,Somalia,SOM,2020,,,
698,South Africa,ZAF,2020,,,33.9648735828409
699,South Sudan,SSD,2020,,,
700,Spain,ESP,2020,0.771128368016232,0.492731792007559,0.629172397396181
701,Sri Lanka,LKA,2020,,,
702,Saint Lucia,LCA,2020,52.9127333930009,5.53030051653007,29.0119479012366
703,Saint Vincent and the Grenadines,VCT,2020,52.4010929370813,9.76591111067707,31.5389577808042
704,Sudan,SDN,2020,,,
705,Suriname,SUR,2020,14.8683899681321,3.28504859408133,9.05998533929645
706,Sweden,SWE,2020,1.89689803521601,0.485444198432112,1.19587582931939
707,Switzerland,CHE,2020,0.466635067695333,0.620317678467981,0.544068822159298
708,Syrian Arab Republic,SYR,2020,,,
709,Tajikistan,TJK,2020,1.60366902812138,0.210894048411783,0.911643224337479
710,United Republic of Tanzania,TZA,2020,5.75873291338006,1.70033914561128,3.70475302959177
711,Thailand,THA,2020,,,
712,Timor-Leste,TLS,2020,,,
713,Togo,TGO,2020,,,
714,Tonga,TON,2020,3.83932427892691,,
715,Trinidad and Tobago,TTO,2020,46.0506864555588,7.02235775661678,26.2820398815134
716,Tunisia,TUN,2020,7.434105263438,1.87025488890727,4.62105575007752
717,Türkiye,TUR,2020,4.09406895052181,0.908170939080573,2.50548438706156
718,Turkmenistan,TKM,2020,,,
719,Uganda,UGA,2020,,,10.0440019618683
720,Ukraine,UKR,2020,,,3.86703005362156
721,United Arab Emirates,ARE,2020,0.787599964388127,0.497880363260626,0.699881310897077
722,United Kingdom of Great Britain and Northern Ireland,GBR,2020,1.44313307693166,0.571645855786333,1.00358675643653
723,United States of America,USA,2020,10.3423411190622,2.56704907271767,6.42075113420582
724,Uruguay,URY,2020,18.0704875507894,2.14820220914331,9.8568525465893
725,Uzbekistan,UZB,2020,1.71719472391921,0.960900510599255,1.33923285789026
726,Vanuatu,VUT,2020,0.0,0.645567373024967,0.320836742223719
727,Venezuela (Bolivarian Republic of),VEN,2020,,,29.4274010064459
728,Viet Nam,VNM,2020,,,
729,Yemen,YEM,2020,,,
730,Zambia,ZMB,2020,,,
731,Zimbabwe,ZWE,2020,8.58471437443396,1.76233861851845,4.97777042599376
732,Afghanistan,AFG,2021,,,4.02249785795131
733,Albania,ALB,2021,3.78693577286801,0.839892073868508,2.31196864129807
734,Algeria,DZA,2021,2.37806906481523,0.737982718243572,1.57318234314011
735,Angola,AGO,2021,,,
736,Antigua and Barbuda,ATG,2021,24.7129922940397,10.2651487933318,17.1637908377539
737,Argentina,ARG,2021,7.96347331015152,1.34721740010006,4.62267855620475
738,Armenia,ARM,2021,3.74055360989289,0.91236416363903,2.18561731238222
739,Australia,AUS,2021,1.09576279020374,0.375382837826072,0.744567483256587
740,Austria,AUT,2021,0.569332063039634,0.882812880195781,0.728529506902089
741,Azerbaijan,AZE,2021,2.51511624159892,1.32088662504661,1.91021189583004
742,Bahamas,BHS,2021,57.9405468459576,2.81851576959573,29.1734237464315
743,Bahrain,BHR,2021,0.0,0.180304931700492,0.0683402977791795
744,Bangladesh,BGD,2021,,,
745,Barbados,BRB,2021,19.283041677328,4.099312681907,11.3798210878753
746,Belarus,BLR,2021,,,
747,Belgium,BEL,2021,1.98784797147961,0.187183877274082,1.07652643158746
748,Belize,BLZ,2021,56.6514519419273,5.53318527870906,31.2475783126808
749,Benin,BEN,2021,,,
750,Bhutan,BTN,2021,,,
751,Bolivia (Plurinational State of),BOL,2021,3.76327855507269,2.90653014279367,3.49353018078936
752,Bosnia and Herzegovina,BIH,2021,1.55263349930985,0.421489840137936,0.978311147580377
753,Botswana,BWA,2021,,7.62958080031251,10.5469623782512
754,Brazil,BRA,2021,,,
755,Brunei Darussalam,BRN,2021,,,
756,Bulgaria,BGR,2021,1.79675497068519,0.789507668657166,1.27797986237754
757,Burkina Faso,BFA,2021,,,
758,Burundi,BDI,2021,,,
759,Cabo Verde,CPV,2021,,,
760,Cambodia,KHM,2021,,,
761,Cameroon,CMR,2021,,,
762,Canada,CAN,2021,3.09071632150327,1.02630861381341,2.06525947364399
763,Central African Republic,CAF,2021,,,
764,Chad,TCD,2021,,,
765,Chile,CHL,2021,6.63564416885275,0.672223510650618,3.63203867485069
766,China,CHN,2021,,,
767,Colombia,COL,2021,51.5005926660189,4.09557822946161,27.4843651251417
768,Comoros,COM,2021,,,
769,Democratic Republic of the Congo,COD,2021,,,
770,Congo,COG,2021,,,
771,Costa Rica,CRI,2021,20.6302222673778,2.17457487061279,11.4087098514792
772,Cote d'Ivoire,CIV,2021,,,
773,Croatia,HRV,2021,0.961125751416965,0.672014945612391,0.812780755716158
774,Cuba,CUB,2021,,,
775,Cyprus,CYP,2021,1.44426462458347,1.12715336612276,1.28597928930355
776,Czechia,CZE,2021,0.386366777788972,0.506156171299745,0.447161218411568
777,Denmark,DNK,2021,1.09884185502361,0.509842769588287,0.802836849630622
778,Djibouti,DJI,2021,,,
779,Dominican Republic,DOM,2021,18.4514288974635,2.56519107963834,10.5415842337116
780,Ecuador,ECU,2021,25.5208983581274,2.54744118230449,14.0242548813931
781,Egypt,EGY,2021,,0.54812895348424,
782,El Salvador,SLV,2021,33.4586981307031,4.02119380778482,18.1654984604067
783,Equatorial Guinea,GNQ,2021,,,
784,Eritrea,ERI,2021,,,
785,Estonia,EST,2021,3.49111867343838,0.572630686849035,1.95679840686505
786,Eswatini,SWZ,2021,,,12.6649058812971
787,Ethiopia,ETH,2021,,,
788,Fiji,FJI,2021,,,
789,Finland,FIN,2021,,,
790,France,FRA,2021,1.62204283119498,0.683940904086183,1.13742999459302
791,Gabon,GAB,2021,,,
792,Gambia,GMB,2021,,,
793,Georgia,GEO,2021,,,
794,Germany,DEU,2021,0.869903480321022,0.797546991581158,0.833247865481232
795,Ghana,GHA,2021,3.10242895316526,0.577005352485134,1.8365651066975
796,Greece,GRC,2021,1.0944154131213,0.619313807807783,0.852052561112034
797,Grenada,GRD,2021,6.4147282159839,1.6063353867654,4.01251905946553
798,Guatemala,GTM,2021,34.1288314632263,6.12944016786343,19.9903643036608
799,Guinea,GIN,2021,,,
800,Guinea-Bissau,GNB,2021,,,
801,Guyana,GUY,2021,30.9931395923386,2.19014604623885,16.2820498479306
802,Haiti,HTI,2021,24.3440224627813,1.870221033285,13.0071284130281
803,Honduras,HND,2021,69.4703655237417,6.48630416874769,38.3427468944297
804,Hungary,HUN,2021,1.05279351238558,0.514291162381105,0.772416611447461
805,Iceland,ISL,2021,0.526807938995641,0.553978256353438,0.540051574925405
806,India,IND,2021,3.34721396268262,2.49792462697395,2.93627889313173
807,Indonesia,IDN,2021,,,
808,Iran (Islamic Republic of),IRN,2021,,,
809,Iraq,IRQ,2021,,,
810,Ireland,IRL,2021,0.60706158315995,0.27826286061376,0.441188915890542
811,Israel,ISR,2021,3.29039888649296,0.604986839295553,1.94380733880528
812,Italy,ITA,2021,0.637267905037523,0.391871821032469,0.511475885697091
813,Jamaica,JAM,2021,95.5842023049264,9.33501691182199,52.1272718817397
814,Japan,JPN,2021,0.249308357115796,0.209227997716479,0.228708941914955
815,Jordan,JOR,2021,1.43594777613643,0.577483042024186,1.02257949714653
816,Kazakhstan,KAZ,2021,,,
817,Kenya,KEN,2021,7.95306262262438,2.64157993868953,5.27491295544657
818,Kiribati,KIR,2021,,,
819,Democratic People's Republic of Korea,PRK,2021,,,
820,Republic of Korea,KOR,2021,0.548581159540247,0.493347868851871,0.520932425050992
821,Kuwait,KWT,2021,,,
822,Kyrgyzstan,KGZ,2021,,,
823,Lao People's Democratic Republic,LAO,2021,,,
824,Latvia,LVA,2021,2.41936041327284,3.5788098667788,3.04175367238392
825,Lebanon,LBN,2021,,,
826,Lesotho,LSO,2021,,,
827,Liberia,LBR,2021,,,
828,Libya,LBY,2021,,,
829,Lithuania,LTU,2021,3.82339727965284,1.48757905299365,2.58374704685787
830,Luxembourg,LUX,2021,,,0.625663790177391
831,Madagascar,MDG,2021,,,
832,Malawi,MWI,2021,,,
833,Malaysia,MYS,2021,,,0.723777076243526
834,Maldives,MDV,2021,,,
835,Mali,MLI,2021,,,
836,Malta,MLT,2021,0.729989615897714,0.0,0.379688200050119
837,Mauritania,MRT,2021,,,
838,Mauritius,MUS,2021,3.43242912228887,1.82379413011859,2.6175702865739
839,Mexico,MEX,2021,50.5414680960317,6.17125933961002,28.1756529873319
840,Micronesia (Federated States of),FSM,2021,,,
841,Republic of Moldova,MDA,2021,,,
842,Mongolia,MNG,2021,9.81063665614982,2.54993045509439,6.15332686636602
843,Montenegro,MNE,2021,4.24994932752725,0.621171062746042,2.38907333419871
844,Morocco,MAR,2021,3.30553487438405,0.537724306738259,1.93113796660531
845,Mozambique,MOZ,2021,,,
846,Myanmar,MMR,2021,49.7709890430829,7.28843170791312,28.4378154764971
847,Namibia,NAM,2021,18.5069024194909,6.79916377925025,12.4498522913953
848,Nepal,NPL,2021,,,
849,Netherlands (Kingdom of the),NLD,2021,0.885413773979621,0.420206408795079,0.651365463420387
850,New Zealand,NZL,2021,,,
851,Nicaragua,NIC,2021,19.1371684692931,3.10799416387763,11.0064316097709
852,Niger,NER,2021,,,
853,Nigeria,NGA,2021,,,
854,North Macedonia,MKD,2021,,,
855,Norway,NOR,2021,0.476966288939941,0.597580954945571,0.536736762637051
856,Oman,OMN,2021,0.28966951604914,0.170580251469407,0.243337475232116
857,Pakistan,PAK,2021,,,3.97878815425614
858,Panama,PAN,2021,23.3859233281707,2.02322664184842,12.7319238281632
859,Papua New Guinea,PNG,2021,,,
860,Paraguay,PRY,2021,13.6987705724853,1.91700936953306,7.83138038595728
861,Peru,PER,2021,,,
862,Philippines,PHL,2021,,,
863,Poland,POL,2021,1.04727052555085,0.399325069865459,0.712649984922754
864,Portugal,PRT,2021,,,0.796882208078967
865,Qatar,QAT,2021,0.255927996193839,0.544543301743015,0.334792159167632
866,Romania,ROU,2021,1.79775675270342,0.761249934329673,1.26238064294495
867,Russian Federation,RUS,2021,10.8008797427097,3.30458989971786,6.79931955806077
868,Rwanda,RWA,2021,,,
869,Samoa,WSM,2021,,,
870,Sao Tome and Principe,STP,2021,,,
871,Saudi Arabia,SAU,2021,,,
872,Senegal,SEN,2021,,,
873,Serbia,SRB,2021,1.42975179079986,0.710590268913676,1.05526165452556
874,Seychelles,SYC,2021,,,4.6961364885109
875,Sierra Leone,SLE,2021,,,
876,Singapore,SGP,2021,0.128721023087564,0.0705824641396968,0.100992070355116
877,Slovakia,SVK,2021,1.16546392043265,0.645685012610587,1.0096148374465
878,Slovenia,SVN,2021,0.281644522366096,0.569131988347971,0.424646581984274
879,Solomon Islands,SLB,2021,,,
880,Somalia,SOM,2021,,,
881,South Africa,ZAF,2021,,,41.8657281155598
882,South Sudan,SSD,2021,,,
883,Spain,ESP,2021,0.829332680466605,0.400574638773044,0.610694288860715
884,Sri Lanka,LKA,2021,,,
885,Saint Lucia,LCA,2021,69.7099167978412,8.81916846265358,38.9643281575717
886,Saint Vincent and the Grenadines,VCT,2021,60.1402018455524,0.0,30.6713184833033
887,Sudan,SDN,2021,,,
888,Suriname,SUR,2021,9.16869414873587,2.27570120043238,5.70976917034607
889,Sweden,SWE,2021,1.68799931114455,0.462019761740259,1.07957344811078
890,Switzerland,CHE,2021,0.394066791307675,0.571113055941438,0.483235941156359
891,Syrian Arab Republic,SYR,2021,,,
892,Tajikistan,TJK,2021,,,
893,United Republic of Tanzania,TZA,2021,,,
894,Thailand,THA,2021,,,
895,Timor-Leste,TLS,2021,,,
896,Togo,TGO,2021,,,
897,Tonga,TON,2021,,,
898,Trinidad and Tobago,TTO,2021,,,29.3642829379752
899,Tunisia,TUN,2021,,,
900,Türkiye,TUR,2021,4.00566446142129,1.0263547563526,2.51959874186857
901,Turkmenistan,TKM,2021,,,
902,Uganda,UGA,2021,,,8.53146713450743
903,Ukraine,UKR,2021,,,3.84320089520623
904,United Arab Emirates,ARE,2021,0.522110055578615,0.350495030418587,0.469827240786301
905,United Kingdom of Great Britain and Northern Ireland,GBR,2021,,,
906,United States of America,USA,2021,10.7624435932002,2.92491915125656,6.80746639329421
907,Uruguay,URY,2021,15.9687470529376,2.26402108256432,8.90183595258911
908,Uzbekistan,UZB,2021,1.75933540753113,1.05111375338012,1.40545667527223
909,Vanuatu,VUT,2021,,,
910,Venezuela (Bolivarian Republic of),VEN,2021,,,19.3050559299634
911,Viet Nam,VNM,2021,,,
912,Yemen,YEM,2021,,,
913,Zambia,ZMB,2021,,,
914,Zimbabwe,ZWE,2021,10.9230356149951,1.86985932918086,6.1399851589931
915,Afghanistan,AFG,2022,,,
916,Albania,ALB,2022,,,
917,Algeria,DZA,2022,,,
918,Angola,AGO,2022,,,
919,Antigua and Barbuda,ATG,2022,,,
920,Argentina,ARG,2022,,,
921,Armenia,ARM,2022,,,
922,Australia,AUS,2022,,,
923,Austria,AUT,2022,,,
924,Azerbaijan,AZE,2022,,,
925,Bahamas,BHS,2022,,,
926,Bahrain,BHR,2022,,,
927,Bangladesh,BGD,2022,,,
928,Barbados,BRB,2022,,,
929,Belarus,BLR,2022,,,
930,Belgium,BEL,2022,,,
931,Belize,BLZ,2022,,,
932,Benin,BEN,2022,,,
933,Bhutan,BTN,2022,,,
934,Bolivia (Plurinational State of),BOL,2022,,,
935,Bosnia and Herzegovina,BIH,2022,,,
936,Botswana,BWA,2022,,,
937,Brazil,BRA,2022,,,
938,Brunei Darussalam,BRN,2022,,,
939,Bulgaria,BGR,2022,,,
940,Burkina Faso,BFA,2022,,,
941,Burundi,BDI,2022,,,
942,Cabo Verde,CPV,2022,,,
943,Cambodia,KHM,2022,,,
944,Cameroon,CMR,2022,,,
945,Canada,CAN,2022,,,
946,Central African Republic,CAF,2022,,,
947,Chad,TCD,2022,,,
948,Chile,CHL,2022,,,
949,China,CHN,2022,,,
950,Colombia,COL,2022,,,
951,Comoros,COM,2022,,,
952,Democratic Republic of the Congo,COD,2022,,,
953,Congo,COG,2022,,,
954,Costa Rica,CRI,2022,,,
955,Cote d'Ivoire,CIV,2022,,,
956,Croatia,HRV,2022,,,
957,Cuba,CUB,2022,,,
958,Cyprus,CYP,2022,,,
959,Czechia,CZE,2022,,,
960,Denmark,DNK,2022,,,
961,Djibouti,DJI,2022,,,
962,Dominican Republic,DOM,2022,,,
963,Ecuador,ECU,2022,,,
964,Egypt,EGY,2022,,,
965,El Salvador,SLV,2022,,,
966,Equatorial Guinea,GNQ,2022,,,
967,Eritrea,ERI,2022,,,
968,Estonia,EST,2022,,,
969,Eswatini,SWZ,2022,,,
970,Ethiopia,ETH,2022,,,
971,Fiji,FJI,2022,,,
972,Finland,FIN,2022,,,
973,France,FRA,2022,,,
974,Gabon,GAB,2022,,,
975,Gambia,GMB,2022,,,
976,Georgia,GEO,2022,,,
977,Germany,DEU,2022,,,
978,Ghana,GHA,2022,,,
979,Greece,GRC,2022,,,
980,Grenada,GRD,2022,,,
981,Guatemala,GTM,2022,,,
982,Guinea,GIN,2022,,,
983,Guinea-Bissau,GNB,2022,,,
984,Guyana,GUY,2022,,,
985,Haiti,HTI,2022,,,
986,Honduras,HND,2022,,,
987,Hungary,HUN,2022,,,
988,Iceland,ISL,2022,,,
989,India,IND,2022,,,
990,Indonesia,IDN,2022,,,
991,Iran (Islamic Republic of),IRN,2022,,,
992,Iraq,IRQ,2022,,,
993,Ireland,IRL,2022,,,
994,Israel,ISR,2022,,,
995,Italy,ITA,2022,,,
996,Jamaica,JAM,2022,,,
997,Japan,JPN,2022,,,
998,Jordan,JOR,2022,,,
999,Kazakhstan,KAZ,2022,,,
1000,Kenya,KEN,2022,,,
1001,Kiribati,KIR,2022,,,
1002,Democratic People's Republic of Korea,PRK,2022,,,
1003,Republic of Korea,KOR,2022,,,
1004,Kuwait,KWT,2022,,,
1005,Kyrgyzstan,KGZ,2022,,,
1006,Lao People's Democratic Republic,LAO,2022,,,
1007,Latvia,LVA,2022,,,
1008,Lebanon,LBN,2022,,,
1009,Lesotho,LSO,2022,,,
1010,Liberia,LBR,2022,,,
1011,Libya,LBY,2022,,,
1012,Lithuania,LTU,2022,,,
1013,Luxembourg,LUX,2022,,,
1014,Madagascar,MDG,2022,,,
1015,Malawi,MWI,2022,,,
1016,Malaysia,MYS,2022,,,
1017,Maldives,MDV,2022,,,
1018,Mali,MLI,2022,,,
1019,Malta,MLT,2022,,,
1020,Mauritania,MRT,2022,,,
1021,Mauritius,MUS,2022,,,
1022,Mexico,MEX,2022,,,
1023,Micronesia (Federated States of),FSM,2022,,,
1024,Republic of Moldova,MDA,2022,,,
1025,Mongolia,MNG,2022,,,
1026,Montenegro,MNE,2022,,,
1027,Morocco,MAR,2022,,,
1028,Mozambique,MOZ,2022,,,
1029,Myanmar,MMR,2022,,,
1030,Namibia,NAM,2022,,,
1031,Nepal,NPL,2022,,,
